id,property_id,year,month,occupancy,adr,revenue,country,country_code,adm_1_id,adm_2_id,adm_3_id,bathrooms,bedrooms,revpar,fetched_revenue,property_grade
5207421,abnb_49290651,2024,1,0.6,40.933065417,8964.341326323,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,0,1,24.5598392502,1473.590355,A
1083903,abnb_609030942356395668,2024,1,0.733333333,493.388464091,132063.6454949954,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,3,361.81820683560386,5427.273105,A
2487360,abnb_1071734756838729296,2024,1,0.222222222,45.482535,3689.1389463108612,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,10.10722998989277,90.96507,A
4849187,abnb_583079411568625114,2024,1,1.0,79.48494,29012.0031,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,79.48494,715.36446,A
5215702,abnb_826005908066821078,2024,1,0.161290323,292.906572,17243.693396446506,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,47.242995606702756,1464.53286,A
1664406,abnb_858682865518271091,2024,1,1.0,126.492565179,46169.786290335,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,126.492565179,7083.58365,A
3731281,vrbo_10267519ha,2024,1,1.0,1999.37511,729771.91515,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,1999.37511,7997.50044,A
3060784,abnb_1064386588698152881,2024,1,1.0,32.524872,11871.57828,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,32.524872,325.24872,A
2982163,abnb_50161870,2024,1,1.0,444.01932,162067.0518,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,2,444.01932,13320.5796,A
5417670,abnb_6893804,2024,1,1.0,862.1495685,314684.5925025,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,5,862.1495685,43107.478425,A
1884902,abnb_35801227,2024,1,1.0,352.740376364,128750.23737286,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,352.740376364,7760.28828,A
1263015,abnb_16818489,2024,1,0.222222222,115.11612,9337.196390662804,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,25.58135997441864,460.46448,A
4716194,abnb_24294251,2024,1,1.0,33.80394,12338.4381,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,33.80394,169.0197,A
1083753,abnb_627955296084383120,2024,1,0.206896552,62.12616,4691.5962269451165,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,12.85368829300032,372.75696,A
1648170,abnb_19135824,2024,1,0.82,402.861007317,120576.2994899781,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,4,330.34602599994,16517.3013,A
2982123,abnb_50221352,2024,1,0.883333333,137.558791981,44351.2471644711,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,121.5102662040304,7290.615975,A
1263010,abnb_16908796,2024,1,0.666666667,52.025695714,12659.585963403126,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,34.68379716000857,728.35974,A
1884871,abnb_35885897,2024,1,1.0,181.912681017,66398.128571205,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,181.912681017,10732.84818,A
3256611,abnb_2140819,2024,1,0.1,279.56772,10204.22178,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,4,27.956772,838.70316,A
4716300,abnb_23577274,2024,1,1.0,105.97992,38682.6708,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,105.97992,741.85944,A
3493882,abnb_33995323,2024,1,0.380952381,54.887267812,7631.943906241612,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,20.90943535956606,878.196285,A
1851785,abnb_35959230,2024,1,1.0,106.89354,39016.1421,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,106.89354,106.89354,A
4075172,abnb_900364210412577981,2024,1,1.0,222.00966,81033.5259,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,222.00966,1554.06762,A
1704388,abnb_917437900774835652,2024,1,0.446808511,217.98062,35549.39263090574,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,97.39559624905682,4577.59302,A
1263278,abnb_13607332,2024,1,0.142857143,147.09282,7669.83990766984,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,21.01326002101326,147.09282,A
1268443,abnb_10583505,2024,1,0.966666667,191.375652931,67523.70956577187,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,184.99646456375856,11099.78787,A
1704012,abnb_946117646051223201,2024,1,0.75,781.1451,213838.471125,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,5,585.858825,2343.4353,A
1479141,abnb_694722925057710877,2024,1,1.0,406.234607143,148275.631607195,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,406.234607143,5687.2845,A
2550420,abnb_33546245,2024,1,1.0,63.11862,23038.2963,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,63.11862,126.23724,A
3731361,vrbo_8764288ha,2024,1,0.113636364,116.771166,4843.349514362355,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,13.269450724280423,583.85583,A
1648179,abnb_19050982,2024,1,0.846153846,299.085965455,92371.55008334556,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,253.0727399543714,3289.94562,A
1263008,abnb_16921034,2024,1,0.125,369.10248,16840.30065,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,3,46.13781,1107.30744,A
1204531,abnb_791196992951158259,2024,1,0.142857143,319.767,16673.565016673565,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,3,45.681000045681,319.767,A
1884679,abnb_36443034,2024,1,1.0,120.66795,44043.80175,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,120.66795,724.0077,A
1648329,abnb_18177090,2024,1,1.0,245.28081375,89527.49701875,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,2,245.28081375,1962.24651,A
2382091,abnb_896739807804057045,2024,1,0.833333333,61.26219,18633.916117546432,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,51.05182497957927,918.93285,A
